Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf 
DI,20122013,26,0001,000,PONCA PUBLIC SCHOOLS,0.9631,07/03/2013
DI,20132014,26,0001,000,PONCA PUBLIC SCHOOLS,0.9645,07/07/2014
DI,20142015,26,0001,000,PONCA PUBLIC SCHOOLS,0.9639,08/18/2015
DI,20152016,26,0001,000,PONCA PUBLIC SCHOOLS,0.9701,12/12/2016
DI,20012002,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9659,11/09/2012
DI,20022003,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20032004,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9623,11/09/2012
DI,20042005,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9564,11/09/2012
DI,20052006,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9652,11/09/2012
DI,20062007,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20072008,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9540,11/09/2012
DI,20082009,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9573,11/09/2012
DI,20092010,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9168,11/09/2012
DI,20102011,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9548,11/09/2012
DI,20112012,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9580,11/09/2012
DI,20122013,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9595,07/03/2013
DI,20132014,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.9278,07/07/2014
DI,20012002,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9650,11/09/2012
DI,20022003,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9601,11/09/2012
DI,20032004,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9571,11/09/2012
DI,20042005,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9591,11/09/2012
DI,20052006,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9483,11/09/2012
DI,20062007,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9546,11/09/2012
DI,20072008,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9594,11/09/2012
DI,20082009,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9639,11/09/2012
DI,20092010,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9600,11/09/2012
DI,20102011,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9713,11/09/2012
DI,20112012,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9664,11/09/2012
DI,20122013,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9595,07/03/2013
DI,20132014,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9643,07/07/2014
DI,20142015,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9601,08/18/2015
DI,20152016,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.9590,12/12/2016
DI,20042005,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20052006,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9602,11/09/2012
DI,20062007,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9532,11/09/2012
DI,20072008,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9555,11/09/2012
DI,20082009,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9540,11/09/2012
DI,20092010,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20102011,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9716,11/09/2012
DI,20112012,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9721,11/09/2012
DI,20122013,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9705,07/03/2013
DI,20132014,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9664,07/07/2014
DI,20142015,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9581,08/18/2015
DI,20152016,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.9587,12/12/2016
DI,20012002,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20022003,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9597,11/09/2012
DI,20032004,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9593,11/09/2012
DI,20042005,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9560,11/09/2012
DI,20052006,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20062007,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9512,11/09/2012
DI,20072008,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9464,11/09/2012
DI,20082009,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9469,11/09/2012
DI,20092010,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9433,11/09/2012
DI,20102011,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9427,11/09/2012
DI,20112012,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9530,11/09/2012
DI,20122013,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9520,07/03/2013
DI,20132014,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9460,07/07/2014
DI,20142015,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9449,08/18/2015
DI,20152016,27,0001,000,FREMONT PUBLIC SCHOOLS,0.9435,12/12/2016
DI,20012002,27,0037,000,BRUGH PUBLIC SCHOOL,0.9609,11/09/2012
DI,20022003,27,0037,000,BRUGH PUBLIC SCHOOL,0.9673,11/09/2012
DI,20032004,27,0037,000,BRUGH PUBLIC SCHOOL,0.9750,11/09/2012
DI,20042005,27,0037,000,BRUGH PUBLIC SCHOOL,0.9830,11/09/2012
DI,20012002,27,0046,000,DODGE PUBLIC SCHOOLS,0.9728,11/09/2012
DI,20022003,27,0046,000,DODGE PUBLIC SCHOOLS,0.9722,11/09/2012
DI,20032004,27,0046,000,DODGE PUBLIC SCHOOLS,0.9677,11/09/2012
DI,20042005,27,0046,000,DODGE PUBLIC SCHOOLS,0.9688,11/09/2012
DI,20052006,27,0046,000,DODGE PUBLIC SCHOOLS,0.9699,11/09/2012
DI,20062007,27,0046,000,DODGE PUBLIC SCHOOLS,0.9715,11/09/2012
DI,20072008,27,0046,000,DODGE PUBLIC SCHOOLS,0.9764,11/09/2012
DI,20082009,27,0046,000,DODGE PUBLIC SCHOOLS,0.9756,11/09/2012
DI,20092010,27,0046,000,DODGE PUBLIC SCHOOLS,0.9698,11/09/2012
DI,20102011,27,0046,000,DODGE PUBLIC SCHOOLS,0.9745,11/09/2012
DI,20012002,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9632,11/09/2012
DI,20022003,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9576,11/09/2012
DI,20032004,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9548,11/09/2012
DI,20042005,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9589,11/09/2012
DI,20052006,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9557,11/09/2012
DI,20062007,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9474,11/09/2012
DI,20072008,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9533,11/09/2012
DI,20082009,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9548,11/09/2012
DI,20092010,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9541,11/09/2012
DI,20102011,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9573,11/09/2012
DI,20112012,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9631,11/09/2012
DI,20122013,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9689,07/03/2013
DI,20132014,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9647,07/07/2014
DI,20142015,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9673,08/18/2015
DI,20152016,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.9689,12/12/2016
DI,20012002,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9584,11/09/2012
DI,20022003,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9486,11/09/2012
DI,20032004,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9571,11/09/2012
DI,20042005,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20052006,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9511,11/09/2012
DI,20062007,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9544,11/09/2012
DI,20072008,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9511,11/09/2012
DI,20082009,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9567,11/09/2012
DI,20092010,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9513,11/09/2012
DI,20102011,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9617,11/09/2012
DI,20112012,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20122013,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9575,07/03/2013
DI,20132014,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9578,07/07/2014
DI,20142015,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9576,08/18/2015
DI,20152016,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.9560,12/12/2016
DI,20012002,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9686,11/09/2012
DI,20022003,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9639,11/09/2012
DI,20032004,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9648,11/09/2012
DI,20042005,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9643,11/09/2012
DI,20052006,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9701,11/09/2012
DI,20062007,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9695,11/09/2012
DI,20072008,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9695,11/09/2012
DI,20082009,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9699,11/09/2012
DI,20092010,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9644,11/09/2012
DI,20102011,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9626,11/09/2012
DI,20112012,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9722,11/09/2012
DI,20122013,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9668,07/03/2013
DI,20132014,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9692,07/07/2014
DI,20142015,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9654,08/18/2015
DI,20152016,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.9632,12/12/2016
DI,20012002,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9255,11/09/2012
DI,20022003,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9065,11/09/2012
DI,20032004,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9046,11/09/2012
DI,20042005,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9064,11/09/2012
DI,20052006,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9288,11/09/2012
DI,20062007,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9293,11/09/2012
DI,20072008,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9329,11/09/2012
DI,20082009,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9303,11/09/2012
DI,20092010,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9326,11/09/2012
DI,20102011,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9384,11/09/2012
DI,20112012,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9420,11/09/2012
DI,20122013,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9389,07/03/2013
DI,20132014,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9383,07/07/2014
DI,20142015,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9349,08/18/2015
DI,20152016,28,0001,000,OMAHA PUBLIC SCHOOLS,0.9279,12/12/2016
DI,20012002,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9559,11/09/2012
DI,20022003,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9561,11/09/2012
DI,20032004,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20042005,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9582,11/09/2012
DI,20052006,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9556,11/09/2012
DI,20062007,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9528,11/09/2012
DI,20072008,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9505,11/09/2012
DI,20082009,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9585,11/09/2012
DI,20092010,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9550,11/09/2012
DI,20102011,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9615,11/09/2012
DI,20112012,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9656,11/09/2012
DI,20122013,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9650,07/03/2013
DI,20132014,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9653,07/07/2014
DI,20142015,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9637,08/18/2015
DI,20152016,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.9641,12/12/2016
DI,20012002,28,0011,000,WATERLOO PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20022003,28,0011,000,WATERLOO PUBLIC SCHOOLS,0.9539,11/09/2012
DI,20032004,28,0011,000,WATERLOO PUBLIC SCHOOLS,0.9498,11/09/2012
DI,20042005,28,0011,000,WATERLOO PUBLIC SCHOOLS,0.9533,11/09/2012
DI,20052006,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9381,11/09/2012
DI,20062007,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9485,11/09/2012
DI,20072008,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9500,11/09/2012
DI,20082009,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9478,11/09/2012
DI,20092010,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9479,11/09/2012
DI,20102011,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9500,11/09/2012
DI,20112012,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9559,11/09/2012
DI,20122013,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9453,07/03/2013
DI,20132014,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9457,07/07/2014
DI,20142015,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9396,08/18/2015
DI,20152016,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.9440,12/12/2016
DI,20012002,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9565,11/09/2012
DI,20022003,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9545,11/09/2012
DI,20032004,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9565,11/09/2012
DI,20042005,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9563,11/09/2012
DI,20052006,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9527,11/09/2012
DI,20062007,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9577,11/09/2012
DI,20072008,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9574,11/09/2012
DI,20082009,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9563,11/09/2012
DI,20092010,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9558,11/09/2012
DI,20102011,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9618,11/09/2012
DI,20112012,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9642,11/09/2012
DI,20122013,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9600,07/03/2013
DI,20132014,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9543,07/07/2014
DI,20142015,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9551,08/18/2015
DI,20152016,28,0017,000,MILLARD PUBLIC SCHOOLS,0.9547,12/12/2016
DI,20012002,28,0033,000,VALLEY PUBLIC SCHOOLS,0.9382,11/09/2012
DI,20022003,28,0033,000,VALLEY PUBLIC SCHOOLS,0.9357,11/09/2012
DI,20032004,28,0033,000,VALLEY PUBLIC SCHOOLS,0.9435,11/09/2012
DI,20042005,28,0033,000,VALLEY PUBLIC SCHOOLS,0.9405,11/09/2012
DI,20012002,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9567,11/09/2012
DI,20022003,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9564,11/09/2012
DI,20032004,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9511,11/09/2012
DI,20042005,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9548,11/09/2012
DI,20052006,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9502,11/09/2012
DI,20062007,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9452,11/09/2012
DI,20072008,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9430,11/09/2012
DI,20082009,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9477,11/09/2012
DI,20092010,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9459,11/09/2012
DI,20102011,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9495,11/09/2012
DI,20112012,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9529,11/09/2012
DI,20122013,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9485,07/03/2013
DI,20132014,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9496,07/07/2014
DI,20142015,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9475,08/18/2015
DI,20152016,28,0054,000,RALSTON PUBLIC SCHOOLS,0.9458,12/12/2016
DI,20012002,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9606,11/09/2012
DI,20022003,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9599,11/09/2012
DI,20032004,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9655,11/09/2012
DI,20042005,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9651,11/09/2012
DI,20052006,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9659,11/09/2012
DI,20062007,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9653,11/09/2012
DI,20072008,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9586,11/09/2012
DI,20082009,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9579,11/09/2012
DI,20092010,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9637,11/09/2012
DI,20102011,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9657,11/09/2012
DI,20112012,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9683,11/09/2012
DI,20122013,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9669,07/03/2013
DI,20132014,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9661,07/07/2014
DI,20142015,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9657,08/18/2015
DI,20152016,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.9655,12/12/2016
DI,20012002,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9723,11/09/2012
DI,20022003,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9570,11/09/2012
DI,20032004,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9582,11/09/2012
DI,20042005,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9575,11/09/2012
DI,20052006,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9568,11/09/2012
DI,20062007,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9565,11/09/2012
DI,20072008,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9538,11/09/2012
DI,20082009,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9565,11/09/2012
DI,20092010,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9553,11/09/2012
DI,20102011,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9585,11/09/2012
DI,20112012,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9624,11/09/2012
DI,20122013,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9637,07/03/2013
DI,20132014,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9597,07/07/2014
DI,20142015,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9591,08/18/2015
DI,20152016,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.9577,12/12/2016
DI,20012002,29,0117,000,DUNDY COUNTY PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20022003,29,0117,000,DUNDY COUNTY PUBLIC SCHOOLS,0.9611,11/09/2012
DI,20032004,29,0117,000,DUNDY COUNTY PUBLIC SCHOOLS,0.9530,11/09/2012
DI,20042005,29,0117,000,DUNDY COUNTY PUBLIC SCHOOLS,0.9624,11/09/2012
DI,20052006,29,0117,000,DUNDY COUNTY PUBLIC SCHOOLS,0.9548,11/09/2012
DI,20062007,29,0117,000,DUNDY COUNTY PUBLIC SCHOOLS,0.9543,11/09/2012
DI,20072008,29,0117,000,DUNDY CO-STRATON PUBLIC SCHS,0.9569,11/09/2012
DI,20082009,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9568,11/09/2012
DI,20092010,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9433,11/09/2012
DI,20102011,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9550,11/09/2012
DI,20112012,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9501,11/09/2012
DI,20122013,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9522,07/03/2013
DI,20132014,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9459,07/07/2014
DI,20142015,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9469,08/18/2015
DI,20152016,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9349,12/12/2016
DI,20022003,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20032004,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9508,11/09/2012
DI,20042005,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9517,11/09/2012
DI,20052006,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9569,11/09/2012
DI,20062007,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9608,11/09/2012
DI,20072008,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9516,11/09/2012
DI,20082009,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20092010,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9514,11/09/2012
DI,20102011,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9579,11/09/2012
DI,20112012,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9633,11/09/2012
DI,20122013,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9544,07/03/2013
DI,20132014,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9560,07/07/2014
DI,20142015,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9673,08/18/2015
DI,20152016,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9649,12/12/2016
DI,20012002,30,0020,000,EXETER PUBLIC SCHOOLS,0.9561,11/09/2012
DI,20012002,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9606,11/09/2012
DI,20022003,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9655,11/09/2012
DI,20032004,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9624,11/09/2012
DI,20042005,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9608,11/09/2012
DI,20052006,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9605,11/09/2012
DI,20062007,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9574,11/09/2012
DI,20072008,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9588,11/09/2012
DI,20082009,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9603,11/09/2012
DI,20092010,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9626,11/09/2012
DI,20102011,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9601,11/09/2012
DI,20112012,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9628,11/09/2012
DI,20122013,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9592,07/03/2013
DI,20132014,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9570,07/07/2014
DI,20142015,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9568,08/18/2015
DI,20152016,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9605,12/12/2016
DI,20012002,30,0036,000,STRANG PUBLIC SCHOOL,0.9800,11/09/2012
DI,20022003,30,0036,000,STRANG PUBLIC SCHOOL,0.9717,11/09/2012
DI,20032004,30,0036,000,STRANG PUBLIC SCHOOL,0.9973,11/09/2012
DI,20042005,30,0036,000,STRANG PUBLIC SCHOOL,0.9850,11/09/2012
DI,20052006,30,0036,000,STRANG PUBLIC SCHOOL,0.9980,11/09/2012
DI,20012002,30,0040,000,OHIOWA PUBLIC SCHOOL,0.9813,11/09/2012
DI,20022003,30,0040,000,OHIOWA PUBLIC SCHOOL,0.9736,11/09/2012
DI,20032004,30,0040,000,OHIOWA PUBLIC SCHOOL,0.9741,11/09/2012
DI,20042005,30,0040,000,OHIOWA PUBLIC SCHOOL,,11/09/2012
DI,20012002,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9717,11/09/2012
DI,20022003,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9671,11/09/2012
DI,20032004,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9632,11/09/2012
DI,20042005,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20052006,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9669,11/09/2012
DI,20062007,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9621,11/09/2012
DI,20072008,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9695,11/09/2012
DI,20082009,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9704,11/09/2012
DI,20092010,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9683,11/09/2012
DI,20102011,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9693,11/09/2012
DI,20112012,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9673,11/09/2012
DI,20122013,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9677,07/03/2013
